# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	locus_tag	feature_interval_length	product_length	old_locus_tag
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1660534	1661058	+	WP_010952554.1	WP_010952554.1		gamma carbonic anhydrase family protein		PP_RS07505	525	174	PP_1454
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1661060	1661251	+	WP_162490565.1	WP_162490565.1		DUF1289 domain-containing protein		PP_RS07510	192	63	PP_1455
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1661329	1661796	+	WP_010952556.1	WP_010952556.1		VUT family protein		PP_RS07515	468	155	PP_1456
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1661873	1663054	+	WP_010952557.1	WP_010952557.1		formate-dependent phosphoribosylglycinamide formyltransferase	purT	PP_RS07520	1182	393	PP_1457
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1663092	1664390	-	WP_010952558.1	WP_010952558.1		MHS family MFS transporter		PP_RS07525	1299	432	PP_1458
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1664662	1665867	-	WP_010952559.1	WP_010952559.1		DUF21 domain-containing protein		PP_RS07530	1206	401	PP_1459
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1665877	1666686	-	WP_014592195.1	WP_014592195.1		cytochrome c biogenesis protein CcsA	ccsA	PP_RS07535	810	269	PP_1460
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1666999	1668375	+	WP_003252139.1	WP_003252139.1		signal recognition particle protein	ffh	PP_RS07540	1377	458	PP_1461
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1668635	1668886	+	WP_003252142.1	WP_003252142.1		30S ribosomal protein S16	rpsP	PP_RS07545	252	83	PP_1462
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1668892	1669428	+	WP_003252144.1	WP_003252144.1		ribosome maturation factor RimM	rimM	PP_RS07550	537	178	PP_1463
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1669432	1670184	+	WP_003252146.1	WP_003252146.1		tRNA (guanosine(37)-N1)-methyltransferase TrmD	trmD	PP_RS07555	753	250	PP_1464
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1670227	1670577	+	WP_003252148.1	WP_003252148.1		50S ribosomal protein L19	rplS	PP_RS07560	351	116	PP_1465
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1670672	1671079	+	WP_010952562.1	WP_010952562.1		acyl-CoA thioesterase		PP_RS07565	408	135	PP_1466
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1671083	1672888	-	WP_010952563.1	WP_010952563.1		sodium:proton antiporter		PP_RS07570	1806	601	PP_1467
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1672957	1673853	+	WP_003252154.1	WP_003252154.1		site-specific tyrosine recombinase XerD	xerD	PP_RS07575	897	298	PP_1468
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1674007	1674750	+	WP_049587384.1	WP_049587384.1		thioredoxin fold domain-containing protein		PP_RS07580	744	247	PP_1469
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1674834	1676138	+	WP_003252157.1	WP_003252157.1		homoserine dehydrogenase		PP_RS07585	1305	434	PP_1470
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1676198	1677607	+	WP_010952565.1	WP_010952565.1		threonine synthase		PP_RS07590	1410	469	PP_1471
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1677738	1678157	+	WP_049587386.1	WP_049587386.1		response regulator		PP_RS07595	420	139	PP_5471
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1678237	1678518	+	WP_061405586.1	WP_061405586.1		DUF3509 domain-containing protein		PP_RS07600	282	93	PP_1473
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1678705	1679580	-	WP_010952568.1	WP_010952568.1		TIGR02285 family protein		PP_RS07605	876	291	PP_1474
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1679601	1680800	-	WP_010952569.1	WP_010952569.1		CoA transferase		PP_RS07610	1200	399	PP_1475
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1680931	1681473	+	WP_003252169.1	WP_003252169.1		YaeQ family protein		PP_RS07615	543	180	PP_1476
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1681482	1683191	+	WP_010952570.1	WP_010952570.1		single-stranded-DNA-specific exonuclease RecJ	recJ	PP_RS07620	1710	569	PP_1477
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1683422	1684528	+	WP_010952571.1	WP_010952571.1		NADH:flavin oxidoreductase/NADH oxidase		PP_RS07625	1107	368	PP_1478
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1684539	1684871	-	WP_010952572.1	WP_010952572.1		type II toxin-antitoxin system HicB family antitoxin		PP_RS07630	333	110	PP_1479
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1684868	1685122	-	WP_010952573.1	WP_010952573.1		type II toxin-antitoxin system HicA family toxin		PP_RS07635	255	84	PP_1480
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1685354	1686778	-	WP_010952574.1	WP_010952574.1		gamma-aminobutyraldehyde dehydrogenase		PP_RS07640	1425	474	PP_1481
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1686796	1687602	-	WP_010952575.1	WP_010952575.1		ABC transporter permease		PP_RS07645	807	268	PP_1482
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1687592	1688503	-	WP_010952576.1	WP_010952576.1		ABC transporter permease		PP_RS07650	912	303	PP_1483
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1688505	1689536	-	WP_010952577.1	WP_010952577.1		ABC transporter ATP-binding protein		PP_RS07655	1032	343	PP_1484
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1689685	1690836	-	WP_049587392.1	WP_049587392.1		ABC transporter substrate-binding protein		PP_RS07660	1152	383	PP_1486
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1691053	1691733	+	WP_010952580.1	WP_010952580.1		tellurite resistance TerB family protein		PP_RS07665	681	226	PP_1487
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1691904	1693526	+	WP_010952581.1	WP_010952581.1		methyl-accepting chemotaxis protein		PP_RS07670	1623	540	PP_1488
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1693532	1694038	+	WP_010952582.1	WP_010952582.1		purine-binding chemotaxis protein CheW		PP_RS07675	507	168	PP_1489
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1694035	1695309	+	WP_010952583.1	WP_010952583.1		tetratricopeptide repeat protein		PP_RS07680	1275	424	PP_1490
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1695306	1695971	+	WP_049587394.1	WP_049587394.1		chemotaxis protein CheW		PP_RS07685	666	221	PP_1491
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1695968	1698256	+	WP_010952585.1	WP_010952585.1		hybrid sensor histidine kinase/response regulator		PP_RS07690	2289	762	PP_1492
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1698253	1699266	+	WP_010952586.1	WP_010952586.1		Wsp signal transduction system protein-glutamate methylesterase WspF	wspF	PP_RS07695	1014	337	PP_1493
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1699318	1700322	+	WP_029615556.1	WP_029615556.1		Wsp signal transduction system regulator diguanylate cyclase WspR	wspR	PP_RS07700	1005	334	PP_1494
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1700460	1701555	+	WP_061405587.1	WP_061405587.1		peptide chain release factor 2	prfB	PP_RS07705	1095	364	PP_1495
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1701649	1703151	+	WP_010952588.1	WP_010952588.1		lysine--tRNA ligase	lysS	PP_RS07710	1503	500	PP_1496
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1703330	1704034	+	WP_019437363.1	WP_019437363.1		TetR family transcriptional regulator		PP_RS07715	705	234	PP_1497
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1704065	1704613	+	WP_010952590.1	WP_010952590.1		lipoprotein		PP_RS07720	549	182	PP_1498
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1704687	1705964	+	WP_003252215.1	WP_003252215.1		flavohemoglobin expression-modulating QEGLA motif protein		PP_RS07725	1278	425	PP_1499
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1705936	1706859	+	WP_010952592.1	WP_010952592.1		alpha/beta hydrolase		PP_RS07730	924	307	PP_1500
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1706856	1707182	+	WP_010952593.1	WP_010952593.1		hypothetical protein		PP_RS07735	327	108	PP_1501
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1707324	1708115	-	WP_010952594.1	WP_010952594.1		OmpA family protein		PP_RS07740	792	263	PP_1502
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1708166	1708579	-	WP_003252223.1	WP_003252223.1		DUF4398 domain-containing protein		PP_RS07745	414	137	PP_1503
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1708856	1709200	-	WP_021785939.1	WP_021785939.1		hypothetical protein		PP_RS07750	345	114	PP_1504
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1709382	1712009	+	WP_010952597.1	WP_010952597.1		phosphoenolpyruvate carboxylase	ppc	PP_RS07755	2628	875	PP_1505
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1712267	1712917	+	WP_004575467.1	WP_004575467.1		adenylate kinase	adk	PP_RS07760	651	216	PP_1506
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1713057	1713731	+	WP_010952598.1	WP_010952598.1		tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB	tsaB	PP_RS07765	675	224	PP_1507
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1713863	1714153	+	WP_014592161.1	WP_014592161.1		hypothetical protein		PP_RS07770	291	96	PP_1508
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1714157	1715026	+	WP_010952600.1	WP_010952600.1		DUF72 domain-containing protein		PP_RS07775	870	289	PP_1509
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1715055	1715885	+	WP_010952601.1	WP_010952601.1		oxaloacetate decarboxylase		PP_RS07780	831	276	PP_1510
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1715885	1716574	+	WP_010952602.1	WP_010952602.1		extensin family protein		PP_RS07785	690	229	PP_1511
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1716577	1717197	-	WP_010952603.1	WP_010952603.1		hypothetical protein		PP_RS07790	621	206	PP_1512
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1717302	1718078	+	WP_010952604.1	WP_010952604.1		class I SAM-dependent methyltransferase		PP_RS07795	777	258	PP_1513
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1718271	1719239	+	WP_010952605.1	WP_010952605.1		RHS repeat-associated core domain-containing protein		PP_RS07800	969	322	PP_1514
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1719369	1720010	-	WP_010952606.1	WP_010952606.1		TetR/AcrR family transcriptional regulator		PP_RS07805	642	213	PP_1515
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1720261	1721361	+	WP_010952607.1	WP_010952607.1		efflux RND transporter periplasmic adaptor subunit		PP_RS07810	1101	366	PP_1516
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1721368	1724433	+	WP_010952608.1	WP_010952608.1		efflux RND transporter permease subunit		PP_RS07815	3066	1021	PP_1517
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1724482	1725168	-	WP_010952609.1	WP_010952609.1		DUF4197 domain-containing protein		PP_RS07820	687	228	PP_1518
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1725202	1725600	-	WP_003252249.1	WP_003252249.1		lipoprotein		PP_RS07825	399	132	PP_1519
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1725677	1728163	-	WP_010952610.1	WP_010952610.1		glycerol-3-phosphate 1-O-acyltransferase PlsB	plsB	PP_RS07830	2487	828	PP_1520
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1728397	1728606	+	WP_003252255.1	WP_003252255.1		cold-shock protein		PP_RS07835	210	69	PP_1522
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1728729	1729106	-	WP_010952612.1	WP_010952612.1		hypothetical protein		PP_RS07840	378	125	PP_1523
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1729124	1729936	-	WP_003252259.1	WP_003252259.1		methyltransferase domain-containing protein		PP_RS07845	813	270	PP_1524
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1729936	1731087	-	WP_004574734.1	WP_004574734.1		succinyl-diaminopimelate desuccinylase	dapE	PP_RS07850	1152	383	PP_1525
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1731278	1733869	-	WP_010952613.1	WP_010952613.1		glycosyltransferase		PP_RS07855	2592	863	PP_1526
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1733989	1734798	+	WP_162490563.1	WP_162490563.1		tRNA cyclic N6-threonylcarbamoyladenosine(37) synthase TcdA	tcdA	PP_RS07860	810	269	PP_1527
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1734911	1735321	-	WP_003252266.1	WP_003252266.1		SufE family protein		PP_RS07865	411	136	PP_1528
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1735318	1736523	-	WP_010952615.1	WP_010952615.1		cysteine desulfurase		PP_RS07870	1206	401	PP_1529
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1736605	1737639	-	WP_004574732.1	WP_004574732.1		"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase"	dapD	PP_RS07875	1035	344	PP_1530
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1737671	1738018	-	WP_003252272.1	WP_003252272.1		ArsC family reductase		PP_RS07880	348	115	PP_1531
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1738086	1739192	-	WP_010952616.1	WP_010952616.1		phage integrase Arm DNA-binding domain-containing protein		PP_RS07885	1107	368	PP_1532
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1739173	1739415	-	WP_010952617.1	WP_010952617.1		excisionase		PP_RS07890	243	80	PP_1533
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1739449	1739766	-	WP_010952618.1	WP_010952618.1		hypothetical protein		PP_RS07895	318	105	PP_1534
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1739823	1740305	-	WP_049587403.1	WP_049587403.1		class I SAM-dependent methyltransferase		PP_RS07900	483	160	PP_1535
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1740302	1740685	-	WP_010952620.1	WP_010952620.1		DUF2591 family protein		PP_RS07905	384	127	PP_1536
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1740682	1740909	-	WP_010952621.1	WP_010952621.1		hypothetical protein		PP_RS07910	228	75	PP_1537
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1740906	1741163	-	WP_049587405.1	WP_049587405.1		hypothetical protein		PP_RS07915	258	85	PP_5472
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1741160	1741912	-	WP_010952622.1	WP_010952622.1		hypothetical protein		PP_RS07920	753	250	PP_1538
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1741996	1742862	-	WP_051122524.1	WP_051122524.1		hypothetical protein		PP_RS07925	867	288	PP_1539
CDS	without_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1742876	1743263	-				hypothetical protein		PP_RS07930	388		PP_1540
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1743291	1744211	-	WP_010952625.1	WP_010952625.1		DNA cytosine methyltransferase		PP_RS07935	921	306	PP_1541
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1744278	1744862	-	WP_079732494.1	WP_079732494.1		hypothetical protein		PP_RS07940	585	194	PP_1542
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1744970	1745191	+	WP_028697923.1	WP_028697923.1		hypothetical protein		PP_RS07945	222	73	
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1745215	1745760	-	WP_010952627.1	WP_010952627.1		hypothetical protein		PP_RS07950	546	181	PP_1543
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1745886	1746119	+	WP_126404382.1	WP_126404382.1		hypothetical protein		PP_RS07955	234	77	
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1746079	1746465	-	WP_010952628.1	WP_010952628.1		hypothetical protein		PP_RS07960	387	128	PP_1544
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1746547	1747005	-	WP_010952629.1	WP_010952629.1		hypothetical protein		PP_RS07965	459	152	PP_1545
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1747002	1747271	-	WP_010952630.1	WP_010952630.1		hypothetical protein		PP_RS07970	270	89	PP_1546
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1747290	1747673	-	WP_049587408.1	WP_049587408.1		helix-turn-helix transcriptional regulator		PP_RS07975	384	127	
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1748039	1748233	-	WP_049587410.1	WP_049587410.1		hypothetical protein		PP_RS07980	195	64	PP_5474
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1748230	1748667	-	WP_010952632.1	WP_010952632.1		tellurite resistance protein		PP_RS07985	438	145	PP_1548
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1749026	1749319	+	WP_049587412.1	WP_049587412.1		DUF1654 domain-containing protein		PP_RS07990	294	97	PP_5744
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1749384	1750235	-	WP_010952633.1	WP_010952633.1		Cro/Cl family transcriptional regulator		PP_RS07995	852	283	PP_1549
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1750324	1750500	+	WP_010952634.1	WP_010952634.1		helix-turn-helix domain-containing protein		PP_RS08000	177	58	PP_1550
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1750642	1751496	+	WP_010952635.1	WP_010952635.1		replication protein		PP_RS08005	855	284	PP_1551
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1751486	1752298	+	WP_049587416.1	WP_049587416.1		ATP-binding protein		PP_RS08010	813	270	PP_1552
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1752301	1752597	+	WP_010952637.1	WP_010952637.1		DUF1364 domain-containing protein		PP_RS08015	297	98	PP_1553
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1752594	1753016	+	WP_010952638.1	WP_010952638.1		VRR-NUC domain-containing protein		PP_RS08020	423	140	PP_1554
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1753013	1754302	+	WP_049587419.1	WP_049587419.1		site-specific integrase		PP_RS08025	1290	429	PP_1555
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1754299	1754619	+	WP_010952640.1	WP_010952640.1		hypothetical protein		PP_RS08030	321	106	PP_1556
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1754616	1754933	+	WP_049587420.1	WP_049587420.1		hypothetical protein		PP_RS08035	318	105	PP_1557
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1754944	1755285	+	WP_010952642.1	WP_010952642.1		antitermination protein Q		PP_RS08040	342	113	PP_1558
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1755485	1755808	+	WP_010952643.1	WP_010952643.1		"phage holin, lambda family"		PP_RS08045	324	107	PP_1559
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1755869	1756051	+	WP_010952644.1	WP_010952644.1		hypothetical protein		PP_RS08050	183	60	PP_1560
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1756042	1756410	+	WP_010952645.1	WP_010952645.1		HNH endonuclease		PP_RS08055	369	122	PP_1561
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1756538	1756921	+	WP_010952646.1	WP_010952646.1		phage terminase small subunit		PP_RS08060	384	127	PP_1562
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1756921	1758630	+	WP_079732495.1	WP_079732495.1		terminase large subunit		PP_RS08065	1710	569	PP_1563
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1758642	1758806	+	WP_010952648.1	WP_010952648.1		hypothetical protein		PP_RS28280	165	54	PP_1564
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1758799	1760133	+	WP_079732496.1	WP_079732496.1		phage portal protein		PP_RS08070	1335	444	PP_1565
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1760130	1760831	+	WP_010952650.1	WP_010952650.1		HK97 family phage prohead protease		PP_RS08075	702	233	PP_1566
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1760841	1762097	+	WP_049587422.1	WP_049587422.1		phage major capsid protein		PP_RS08080	1257	418	PP_1567
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1762139	1762363	+	WP_010952652.1	WP_010952652.1		hypothetical protein		PP_RS08085	225	74	PP_1568
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1762367	1762843	+	WP_010952653.1	WP_010952653.1		phage gp6-like head-tail connector protein		PP_RS08090	477	158	PP_1569
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1762843	1763184	+	WP_010952654.1	WP_010952654.1		phage head closure protein		PP_RS08095	342	113	PP_1570
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1763177	1763662	+	WP_010952655.1	WP_010952655.1		HK97 gp10 family phage protein		PP_RS08100	486	161	PP_1571
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1763659	1764027	+	WP_010952656.1	WP_010952656.1		DUF3168 domain-containing protein		PP_RS08105	369	122	PP_1572
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1764093	1764827	+	WP_010952657.1	WP_010952657.1		tail protein		PP_RS08110	735	244	PP_1573
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1764836	1765306	+	WP_010952658.1	WP_010952658.1		"phage tail assembly chaperone family protein, TAC"		PP_RS08115	471	156	PP_1574
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1765375	1765530	+	WP_162490562.1	WP_162490562.1		hypothetical protein		PP_RS08120	156	51	PP_1575
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1765592	1765915	+	WP_010952660.1	WP_010952660.1		superinfection immunity protein		PP_RS08125	324	107	PP_1576
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1765962	1768403	+	WP_010952661.1	WP_010952661.1		tail tape measure protein		PP_RS08130	2442	813	PP_1577
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1768400	1768879	+	WP_010952662.1	WP_010952662.1		DUF1833 domain-containing protein		PP_RS08135	480	159	PP_1578
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1768876	1769256	+	WP_049587423.1	WP_049587423.1		hypothetical protein		PP_RS08140	381	126	PP_5475
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1769253	1772252	+	WP_010952663.1	WP_010952663.1		hypothetical protein		PP_RS08145	3000	999	PP_1579
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1772262	1772717	+	WP_010952664.1	WP_010952664.1		hypothetical protein		PP_RS08150	456	151	PP_1580
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1772818	1774809	+	WP_010952665.1	WP_010952665.1		exo-alpha-sialidase		PP_RS08155	1992	663	PP_1581
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1774821	1775897	+	WP_010952666.1	WP_010952666.1		hypothetical protein		PP_RS08160	1077	358	PP_1582
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1775958	1776401	+	WP_049587424.1	WP_049587424.1		structural protein P5		PP_RS08165	444	147	PP_1583
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1776398	1776898	+	WP_010952668.1	WP_010952668.1		DUF2514 domain-containing protein		PP_RS08170	501	166	PP_1584
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1776964	1777266	+	WP_049587425.1	WP_049587425.1		hypothetical protein		PP_RS08175	303	100	PP_5476
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1777558	1777857	-	WP_010952669.1	WP_010952669.1		type II toxin-antitoxin system antitoxin GraA	graA	PP_RS08180	300	99	PP_1585
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1777866	1778144	-	WP_010952670.1	WP_010952670.1		type II toxin-antitoxin system toxin GraT	graT	PP_RS08185	279	92	PP_1586
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1778395	1780041	+	WP_049587427.1	WP_049587427.1		Na+/H+ antiporter		PP_RS08190	1647	548	PP_1587
